"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads","read_depth","per_base_coverage"
"phage_lambda",31770,31771,0,0,1,1,1
"phage_lambda",31776,31777,0,0,1,1,1
"phage_lambda",31806,31807,0,0,1,1,1
"phage_lambda",31816,31817,0,0,1,1,1
"phage_lambda",31827,31828,0,0,1,1,1
"phage_lambda",32112,32113,100,1,0,1,1
"phage_lambda",32119,32120,0,0,1,1,1
"phage_lambda",32121,32122,0,0,1,1,1
"phage_lambda",32124,32125,0,0,1,1,1
"phage_lambda",32144,32145,100,1,0,1,1
"phage_lambda",32145,32146,0,0,1,1,1
"phage_lambda",32156,32157,0,0,1,1,1
"phage_lambda",32180,32181,0,0,1,1,1
"phage_lambda",32216,32217,0,0,1,1,1
"phage_lambda",32223,32224,0,0,1,1,1
"phage_lambda",32234,32235,0,0,1,1,1
"phage_lambda",32236,32237,0,0,1,1,1
"phage_lambda",32241,32242,0,0,1,1,1
"phage_lambda",32248,32249,0,0,1,1,1
"phage_lambda",32273,32274,0,0,1,1,1
"phage_lambda",32281,32282,0,0,1,1,1
"phage_lambda",32285,32286,0,0,1,1,1
"phage_lambda",32318,32319,0,0,1,1,1
"phage_lambda",32329,32330,0,0,1,1,1
"phage_lambda",32356,32357,0,0,1,1,1
"phage_lambda",32365,32366,0,0,1,1,1
"phage_lambda",32426,32427,0,0,1,1,1
"phage_lambda",32428,32429,0,0,1,1,1
"phage_lambda",32431,32432,0,0,1,1,1
"phage_lambda",32450,32451,0,0,1,1,1
"phage_lambda",32456,32457,0,0,1,1,1
"phage_lambda",32463,32464,0,0,1,1,1
"phage_lambda",32473,32474,0,0,1,1,1
"phage_lambda",32482,32483,0,0,1,1,1
"phage_lambda",32491,32492,0,0,1,1,1
"phage_lambda",32560,32561,0,0,1,1,1
"phage_lambda",32576,32577,0,0,1,1,1
"phage_lambda",32586,32587,0,0,1,1,1
"phage_lambda",32591,32592,0,0,1,1,1
"phage_lambda",32618,32619,0,0,1,1,1
"phage_lambda",32631,32632,0,0,1,1,1
"phage_lambda",32637,32638,0,0,1,1,1
"phage_lambda",32648,32649,0,0,1,1,1
"phage_lambda",32663,32664,0,0,1,1,1
"phage_lambda",32675,32676,0,0,1,1,1
"phage_lambda",32685,32686,0,0,1,1,1
"phage_lambda",32690,32691,0,0,1,1,1
"phage_lambda",32712,32713,0,0,1,1,1
"phage_lambda",32870,32871,0,0,1,1,1
"phage_lambda",32871,32872,100,1,0,1,1
"phage_lambda",32888,32889,0,0,1,1,1
"phage_lambda",32889,32890,100,1,0,1,1
"phage_lambda",32907,32908,0,0,1,1,1
"phage_lambda",32908,32909,100,1,0,1,1
"phage_lambda",32918,32919,100,1,0,1,1
"phage_lambda",32922,32923,100,1,0,1,1
"phage_lambda",32947,32948,100,1,0,1,1
"phage_lambda",32952,32953,100,1,0,1,1
"phage_lambda",32965,32966,100,1,0,1,1
"phage_lambda",32975,32976,100,1,0,1,1
"phage_lambda",33013,33014,50,1,1,2,2
"phage_lambda",33042,33043,0,0,1,1,1
"phage_lambda",33046,33047,0,0,1,1,1
"phage_lambda",33063,33064,0,0,1,1,1
"phage_lambda",33065,33066,0,0,1,1,1
"phage_lambda",33087,33088,0,0,1,1,1
"phage_lambda",33693,33694,0,0,1,1,1
"phage_lambda",33724,33725,0,0,1,1,1
"phage_lambda",33759,33760,0,0,1,1,1
"phage_lambda",33773,33774,0,0,1,1,1
"phage_lambda",33831,33832,0,0,1,1,1
"phage_lambda",33840,33841,0,0,1,1,1
"phage_lambda",33997,33998,0,0,1,1,1
"phage_lambda",34001,34002,0,0,1,1,1
"phage_lambda",34012,34013,0,0,1,1,1
"phage_lambda",34024,34025,0,0,1,1,1
"phage_lambda",34135,34136,0,0,2,2,2
"phage_lambda",34138,34139,0,0,2,2,2
"phage_lambda",34142,34143,0,0,2,2,2
"phage_lambda",34158,34159,0,0,2,2,2
"phage_lambda",34216,34217,0,0,1,1,1
"phage_lambda",34241,34242,0,0,1,1,1
"phage_lambda",34279,34280,0,0,1,1,1
"phage_lambda",34289,34290,0,0,1,1,1
"phage_lambda",34333,34334,0,0,1,1,1
"phage_lambda",34508,34509,0,0,1,1,1
"phage_lambda",34516,34517,0,0,1,1,1
"phage_lambda",34517,34518,0,0,1,1,1
"phage_lambda",34520,34521,0,0,1,1,1
"phage_lambda",34521,34522,0,0,1,1,1
"phage_lambda",34564,34565,0,0,2,2,2
"phage_lambda",34565,34566,0,0,1,1,1
"phage_lambda",34630,34631,0,0,2,2,2
"phage_lambda",34657,34658,0,0,3,3,3
"phage_lambda",34677,34678,0,0,3,3,3
"phage_lambda",34697,34698,0,0,2,2,2
"phage_lambda",34717,34718,0,0,2,2,2
"phage_lambda",34730,34731,0,0,2,2,2
"phage_lambda",34748,34749,50,1,1,2,2
"phage_lambda",34765,34766,0,0,2,2,2
"phage_lambda",34775,34776,0,0,2,2,2
"phage_lambda",34822,34823,0,0,1,1,1
"phage_lambda",35052,35053,0,0,1,1,1
"phage_lambda",35074,35075,0,0,1,1,1
"phage_lambda",35093,35094,0,0,1,1,1
"phage_lambda",35095,35096,0,0,1,1,1
"phage_lambda",35099,35100,100,1,0,1,1
"phage_lambda",35121,35122,0,0,1,1,1
"phage_lambda",35122,35123,0,0,1,1,1
"phage_lambda",35133,35134,0,0,1,1,1
"phage_lambda",35134,35135,0,0,1,1,1
"phage_lambda",35142,35143,0,0,1,1,1
"phage_lambda",35198,35199,0,0,1,1,1
"phage_lambda",35209,35210,0,0,1,1,1
"phage_lambda",35220,35221,0,0,1,1,1
"phage_lambda",35228,35229,0,0,1,1,1
"phage_lambda",35235,35236,0,0,1,1,1
"phage_lambda",35243,35244,0,0,1,1,1
"phage_lambda",35256,35257,0,0,1,1,1
"phage_lambda",35272,35273,0,0,1,1,1
"phage_lambda",35327,35328,0,0,1,1,1
"phage_lambda",35329,35330,0,0,1,1,1
"phage_lambda",35332,35333,0,0,1,1,1
"phage_lambda",35336,35337,0,0,1,1,1
"phage_lambda",35338,35339,0,0,1,1,1
"phage_lambda",35341,35342,0,0,1,1,1
"phage_lambda",35344,35345,0,0,1,1,1
"phage_lambda",35413,35414,0,0,1,1,1
"phage_lambda",35414,35415,0,0,1,1,1
"phage_lambda",35424,35425,0,0,1,1,1
"phage_lambda",35426,35427,0,0,1,1,1
"phage_lambda",35450,35451,0,0,1,1,1
"phage_lambda",35456,35457,0,0,1,1,1
"phage_lambda",35464,35465,0,0,1,1,1
"phage_lambda",35465,35466,0,0,1,1,1
"phage_lambda",35476,35477,0,0,1,1,1
"phage_lambda",35477,35478,0,0,1,1,1
"phage_lambda",35481,35482,0,0,1,1,1
"phage_lambda",35482,35483,0,0,1,1,1
"phage_lambda",35548,35549,0,0,1,1,1
"phage_lambda",35821,35822,0,0,1,1,1
"phage_lambda",35885,35886,0,0,1,1,1
"phage_lambda",35902,35903,0,0,1,1,1
"phage_lambda",35908,35909,0,0,1,1,1
"phage_lambda",35929,35930,0,0,1,1,1
"phage_lambda",35956,35957,0,0,1,1,1
"phage_lambda",36337,36338,0,0,1,1,1
"phage_lambda",36392,36393,0,0,1,1,1
"phage_lambda",36442,36443,0,0,1,1,1
"phage_lambda",36646,36647,0,0,1,1,1
"phage_lambda",36653,36654,0,0,1,1,1
"phage_lambda",36657,36658,0,0,1,1,1
"phage_lambda",36681,36682,0,0,1,1,1
"phage_lambda",36720,36721,0,0,1,1,1
"phage_lambda",36722,36723,0,0,1,1,1
"phage_lambda",36753,36754,0,0,1,1,1
"phage_lambda",36774,36775,0,0,1,1,1
"phage_lambda",36784,36785,0,0,1,1,1
"phage_lambda",36789,36790,0,0,1,1,1
"phage_lambda",36819,36820,0,0,1,1,1
"phage_lambda",36858,36859,0,0,1,1,1
"phage_lambda",36867,36868,0,0,1,1,1
"phage_lambda",36905,36906,0,0,1,1,1
"phage_lambda",37058,37059,0,0,1,1,1
"phage_lambda",37093,37094,0,0,1,1,1
"phage_lambda",37168,37169,0,0,1,1,1
"phage_lambda",37203,37204,0,0,1,1,1
"phage_lambda",37668,37669,0,0,1,1,1
"phage_lambda",37682,37683,0,0,1,1,1
"phage_lambda",37697,37698,0,0,1,1,1
"phage_lambda",37721,37722,0,0,1,1,1
"phage_lambda",37751,37752,0,0,1,1,1
"phage_lambda",37754,37755,0,0,1,1,1
"phage_lambda",37799,37800,0,0,1,1,1
"phage_lambda",37887,37888,0,0,1,1,1
"phage_lambda",37888,37889,0,0,1,1,1
"phage_lambda",37890,37891,0,0,1,1,1
"phage_lambda",37891,37892,0,0,1,1,1
"phage_lambda",37894,37895,0,0,1,1,1
"phage_lambda",37895,37896,0,0,1,1,1
"phage_lambda",37941,37942,0,0,1,1,1
"phage_lambda",37942,37943,0,0,1,1,1
"phage_lambda",37956,37957,0,0,1,1,1
"phage_lambda",37957,37958,0,0,1,1,1
"phage_lambda",37979,37980,0,0,1,1,1
"phage_lambda",37980,37981,0,0,1,1,1
"phage_lambda",37983,37984,0,0,1,1,1
"phage_lambda",37984,37985,0,0,1,1,1
"phage_lambda",38109,38110,0,0,1,1,1
"phage_lambda",38112,38113,0,0,1,1,1
"phage_lambda",38124,38125,0,0,1,1,1
"phage_lambda",38126,38127,0,0,1,1,1
"phage_lambda",38152,38153,0,0,1,1,1
"phage_lambda",38175,38176,100,1,0,1,1
"phage_lambda",38187,38188,100,1,0,1,1
"phage_lambda",38195,38196,0,0,1,1,1
"phage_lambda",38216,38217,0,0,1,1,1
"phage_lambda",38249,38250,0,0,1,1,1
"phage_lambda",38760,38761,0,0,1,1,1
"phage_lambda",38772,38773,0,0,1,1,1
"phage_lambda",38807,38808,0,0,1,1,1
"phage_lambda",38811,38812,0,0,1,1,1
"phage_lambda",38827,38828,0,0,1,1,1
"phage_lambda",38857,38858,0,0,1,1,1
"phage_lambda",38898,38899,0,0,1,1,1
"phage_lambda",38964,38965,0,0,1,1,1
"phage_lambda",38994,38995,0,0,1,1,1
"phage_lambda",39045,39046,0,0,1,1,1
"phage_lambda",39065,39066,0,0,1,1,1
"phage_lambda",39161,39162,0,0,2,2,2
"phage_lambda",39177,39178,0,0,2,2,2
"phage_lambda",39201,39202,0,0,2,2,2
"phage_lambda",39221,39222,0,0,2,2,2
"phage_lambda",39240,39241,0,0,1,1,1
"phage_lambda",39272,39273,0,0,1,1,1
"phage_lambda",39275,39276,0,0,1,1,1
"phage_lambda",39308,39309,0,0,1,1,1
"phage_lambda",39328,39329,0,0,1,1,1
"phage_lambda",39350,39351,0,0,1,1,1
"phage_lambda",39357,39358,0,0,1,1,1
"phage_lambda",39366,39367,0,0,1,1,1
"phage_lambda",39372,39373,0,0,1,1,1
"phage_lambda",39377,39378,0,0,1,1,1
"phage_lambda",39381,39382,0,0,1,1,1
"phage_lambda",39390,39391,0,0,1,1,1
"phage_lambda",39411,39412,0,0,1,1,1
"phage_lambda",39440,39441,0,0,1,1,1
"phage_lambda",39446,39447,0,0,1,1,1
"phage_lambda",39457,39458,0,0,1,1,1
"phage_lambda",39468,39469,0,0,1,1,1
"phage_lambda",39470,39471,0,0,1,1,1
"phage_lambda",39488,39489,0,0,1,1,1
"phage_lambda",39489,39490,0,0,1,1,1
"phage_lambda",39498,39499,0,0,1,1,1
"phage_lambda",39499,39500,0,0,1,1,1
"phage_lambda",39518,39519,0,0,1,1,1
"phage_lambda",39519,39520,0,0,1,1,1
"phage_lambda",39542,39543,0,0,1,1,1
"phage_lambda",39543,39544,0,0,1,1,1
"phage_lambda",39570,39571,0,0,1,1,1
"phage_lambda",39593,39594,0,0,1,1,1
"phage_lambda",39596,39597,50,1,1,2,2
"phage_lambda",39618,39619,0,0,2,2,2
"phage_lambda",39630,39631,0,0,1,1,1
"phage_lambda",39633,39634,0,0,1,1,1
"phage_lambda",39638,39639,0,0,1,1,1
"phage_lambda",39652,39653,0,0,1,1,1
"phage_lambda",39662,39663,0,0,1,1,1
"phage_lambda",39665,39666,0,0,1,1,1
"phage_lambda",39673,39674,0,0,1,1,1
"phage_lambda",39690,39691,0,0,1,1,1
"phage_lambda",39691,39692,0,0,1,1,1
"phage_lambda",39703,39704,0,0,1,1,1
"phage_lambda",39704,39705,0,0,1,1,1
"phage_lambda",39735,39736,0,0,1,1,1
"phage_lambda",39736,39737,0,0,1,1,1
"phage_lambda",39738,39739,0,0,1,1,1
"phage_lambda",39739,39740,0,0,1,1,1
"phage_lambda",39752,39753,0,0,1,1,1
"phage_lambda",39753,39754,0,0,1,1,1
"phage_lambda",39763,39764,0,0,1,1,1
"phage_lambda",39764,39765,0,0,1,1,1
"phage_lambda",39772,39773,0,0,1,1,1
"phage_lambda",39773,39774,0,0,1,1,1
"phage_lambda",39779,39780,0,0,1,1,1
"phage_lambda",39780,39781,0,0,1,1,1
"phage_lambda",39782,39783,0,0,1,1,1
"phage_lambda",39783,39784,0,0,1,1,1
"phage_lambda",39803,39804,0,0,1,1,1
"phage_lambda",39804,39805,0,0,2,2,2
"phage_lambda",39811,39812,0,0,1,1,1
"phage_lambda",39812,39813,0,0,2,2,2
"phage_lambda",39822,39823,0,0,1,1,1
"phage_lambda",39823,39824,0,0,2,2,2
"phage_lambda",39838,39839,0,0,1,1,1
"phage_lambda",39839,39840,0,0,2,2,2
"phage_lambda",39848,39849,0,0,1,1,1
"phage_lambda",39849,39850,0,0,2,2,2
"phage_lambda",39850,39851,0,0,1,1,1
"phage_lambda",39851,39852,0,0,2,2,2
"phage_lambda",39857,39858,0,0,1,1,1
"phage_lambda",39858,39859,0,0,2,2,2
"phage_lambda",39860,39861,0,0,1,1,1
"phage_lambda",39861,39862,0,0,2,2,2
"phage_lambda",39869,39870,0,0,1,1,1
"phage_lambda",39870,39871,0,0,2,2,2
"phage_lambda",39889,39890,0,0,1,1,1
"phage_lambda",39890,39891,0,0,2,2,2
"phage_lambda",39912,39913,0,0,2,2,2
"phage_lambda",39926,39927,0,0,2,2,2
"phage_lambda",39932,39933,0,0,2,2,2
"phage_lambda",39935,39936,0,0,2,2,2
"phage_lambda",39947,39948,0,0,2,2,2
"phage_lambda",39953,39954,0,0,1,1,1
"phage_lambda",39974,39975,0,0,1,1,1
"phage_lambda",39984,39985,0,0,1,1,1
"phage_lambda",39990,39991,0,0,1,1,1
"phage_lambda",40003,40004,0,0,1,1,1
"phage_lambda",40096,40097,0,0,1,1,1
"phage_lambda",40104,40105,0,0,1,1,1
"phage_lambda",40107,40108,0,0,1,1,1
"phage_lambda",40115,40116,0,0,1,1,1
"phage_lambda",40140,40141,0,0,1,1,1
"phage_lambda",40141,40142,0,0,1,1,1
"phage_lambda",40151,40152,0,0,1,1,1
"phage_lambda",40152,40153,0,0,1,1,1
"phage_lambda",40161,40162,0,0,1,1,1
"phage_lambda",40162,40163,0,0,1,1,1
"phage_lambda",40198,40199,0,0,1,1,1
"phage_lambda",40214,40215,0,0,1,1,1
"phage_lambda",40230,40231,0,0,1,1,1
"phage_lambda",40237,40238,0,0,1,1,1
"phage_lambda",40258,40259,0,0,1,1,1
"phage_lambda",40283,40284,0,0,1,1,1
"phage_lambda",40284,40285,0,0,1,1,1
"phage_lambda",40317,40318,0,0,1,1,1
"phage_lambda",40335,40336,0,0,1,1,1
"phage_lambda",40338,40339,0,0,1,1,1
"phage_lambda",40342,40343,0,0,1,1,1
"phage_lambda",40348,40349,0,0,1,1,1
"phage_lambda",40350,40351,0,0,1,1,1
"phage_lambda",40360,40361,0,0,1,1,1
"phage_lambda",40387,40388,0,0,1,1,1
"phage_lambda",40389,40390,0,0,1,1,1
"phage_lambda",40403,40404,0,0,1,1,1
"phage_lambda",40474,40475,0,0,1,1,1
"phage_lambda",40493,40494,0,0,1,1,1
"phage_lambda",40516,40517,0,0,1,1,1
"phage_lambda",40527,40528,0,0,1,1,1
"phage_lambda",40529,40530,0,0,1,1,1
"phage_lambda",40537,40538,0,0,1,1,1
"phage_lambda",40547,40548,0,0,1,1,1
"phage_lambda",40610,40611,0,0,1,1,1
"phage_lambda",40955,40956,0,0,1,1,1
"phage_lambda",40963,40964,0,0,1,1,1
"phage_lambda",40971,40972,0,0,1,1,1
"phage_lambda",40999,41000,0,0,1,1,1
"phage_lambda",41009,41010,0,0,1,1,1
"phage_lambda",41014,41015,0,0,1,1,1
"phage_lambda",41029,41030,0,0,1,1,1
"phage_lambda",41034,41035,0,0,1,1,1
"phage_lambda",41058,41059,0,0,1,1,1
"phage_lambda",41091,41092,50,1,1,2,2
"phage_lambda",41103,41104,50,1,1,2,2
"phage_lambda",41114,41115,50,1,1,2,2
"phage_lambda",41149,41150,50,1,1,2,2
"phage_lambda",41152,41153,50,1,1,2,2
"phage_lambda",41166,41167,50,1,1,2,2
"phage_lambda",41175,41176,50,1,1,2,2
"phage_lambda",41215,41216,100,1,0,1,1
"phage_lambda",41252,41253,0,0,1,1,1
"phage_lambda",41259,41260,0,0,1,1,1
"phage_lambda",41282,41283,0,0,1,1,1
"phage_lambda",41309,41310,50,1,1,2,2
"phage_lambda",41336,41337,50,1,1,2,2
"phage_lambda",41338,41339,50,1,1,2,2
"phage_lambda",41364,41365,50,1,1,2,2
"phage_lambda",41394,41395,50,1,1,2,2
"phage_lambda",41397,41398,0,0,1,1,1
"phage_lambda",41400,41401,50,1,1,2,2
"phage_lambda",41403,41404,50,1,1,2,2
"phage_lambda",41405,41406,0,0,1,1,1
"phage_lambda",41430,41431,100,1,0,1,1
"phage_lambda",41483,41484,0,0,2,2,2
"phage_lambda",41510,41511,0,0,2,2,2
"phage_lambda",41515,41516,0,0,2,2,2
"phage_lambda",41583,41584,0,0,3,3,3
"phage_lambda",41607,41608,0,0,3,3,3
"phage_lambda",41621,41622,0,0,2,2,2
"phage_lambda",41631,41632,0,0,2,2,2
"phage_lambda",41663,41664,0,0,2,2,2
"phage_lambda",41673,41674,0,0,2,2,2
"phage_lambda",41707,41708,0,0,1,1,1
"phage_lambda",42086,42087,0,0,1,1,1
"phage_lambda",42093,42094,0,0,1,1,1
"phage_lambda",42101,42102,0,0,1,1,1
"phage_lambda",42104,42105,0,0,1,1,1
"phage_lambda",42115,42116,0,0,1,1,1
"phage_lambda",42127,42128,0,0,1,1,1
"phage_lambda",42150,42151,0,0,1,1,1
"phage_lambda",42155,42156,0,0,1,1,1
"phage_lambda",42196,42197,0,0,1,1,1
"phage_lambda",42773,42774,0,0,1,1,1
"phage_lambda",42783,42784,0,0,1,1,1
"phage_lambda",42796,42797,0,0,1,1,1
"phage_lambda",42810,42811,0,0,1,1,1
"phage_lambda",42822,42823,0,0,1,1,1
"phage_lambda",42842,42843,0,0,1,1,1
"phage_lambda",42866,42867,0,0,1,1,1
"phage_lambda",42875,42876,0,0,1,1,1
"phage_lambda",42880,42881,0,0,1,1,1
"phage_lambda",42885,42886,0,0,1,1,1
"phage_lambda",42887,42888,0,0,1,1,1
"phage_lambda",42890,42891,0,0,1,1,1
"phage_lambda",42903,42904,0,0,1,1,1
"phage_lambda",42908,42909,0,0,1,1,1
"phage_lambda",42926,42927,0,0,1,1,1
"phage_lambda",42932,42933,0,0,1,1,1
"phage_lambda",43108,43109,0,0,1,1,1
"phage_lambda",43126,43127,0,0,1,1,1
"phage_lambda",43128,43129,0,0,1,1,1
"phage_lambda",43133,43134,0,0,1,1,1
"phage_lambda",43146,43147,0,0,1,1,1
"phage_lambda",43161,43162,0,0,1,1,1
"phage_lambda",43173,43174,0,0,1,1,1
"phage_lambda",43179,43180,0,0,1,1,1
"phage_lambda",43180,43181,0,0,1,1,1
"phage_lambda",43185,43186,0,0,1,1,1
"phage_lambda",43186,43187,0,0,1,1,1
"phage_lambda",43188,43189,0,0,1,1,1
"phage_lambda",43189,43190,0,0,1,1,1
"phage_lambda",43204,43205,0,0,1,1,1
"phage_lambda",43205,43206,0,0,1,1,1
"phage_lambda",43206,43207,0,0,1,1,1
"phage_lambda",43207,43208,0,0,1,1,1
"phage_lambda",43226,43227,0,0,1,1,1
"phage_lambda",43227,43228,0,0,1,1,1
"phage_lambda",43234,43235,100,1,0,1,1
"phage_lambda",43235,43236,0,0,1,1,1
"phage_lambda",43260,43261,0,0,1,1,1
"phage_lambda",43280,43281,0,0,1,1,1
"phage_lambda",43289,43290,0,0,1,1,1
"phage_lambda",43300,43301,0,0,1,1,1
"phage_lambda",43323,43324,0,0,1,1,1
"phage_lambda",43324,43325,0,0,1,1,1
"phage_lambda",43333,43334,0,0,1,1,1
"phage_lambda",43334,43335,0,0,1,1,1
"phage_lambda",43359,43360,0,0,1,1,1
"phage_lambda",43366,43367,0,0,1,1,1
"phage_lambda",43379,43380,0,0,1,1,1
"phage_lambda",43393,43394,0,0,1,1,1
"phage_lambda",43439,43440,0,0,1,1,1
"phage_lambda",43831,43832,0,0,1,1,1
"phage_lambda",43832,43833,0,0,1,1,1
"phage_lambda",43834,43835,0,0,1,1,1
"phage_lambda",43835,43836,0,0,1,1,1
"phage_lambda",43846,43847,0,0,1,1,1
"phage_lambda",43847,43848,0,0,1,1,1
"phage_lambda",43882,43883,0,0,1,1,1
"phage_lambda",43883,43884,0,0,1,1,1
"phage_lambda",43893,43894,0,0,1,1,1
"phage_lambda",43894,43895,0,0,1,1,1
"phage_lambda",43899,43900,0,0,1,1,1
"phage_lambda",43900,43901,0,0,1,1,1
"phage_lambda",43916,43917,0,0,1,1,1
"phage_lambda",43917,43918,0,0,1,1,1
"phage_lambda",43928,43929,0,0,1,1,1
"phage_lambda",43929,43930,0,0,1,1,1
"phage_lambda",43938,43939,0,0,1,1,1
"phage_lambda",43939,43940,0,0,1,1,1
"phage_lambda",43948,43949,0,0,1,1,1
"phage_lambda",43949,43950,0,0,1,1,1
"phage_lambda",43955,43956,0,0,1,1,1
"phage_lambda",43956,43957,0,0,1,1,1
"phage_lambda",43974,43975,0,0,1,1,1
"phage_lambda",43975,43976,0,0,1,1,1
"phage_lambda",44007,44008,0,0,1,1,1
"phage_lambda",44020,44021,0,0,1,1,1
"phage_lambda",44026,44027,0,0,1,1,1
"phage_lambda",44043,44044,0,0,1,1,1
"phage_lambda",44044,44045,0,0,1,1,1
"phage_lambda",44052,44053,0,0,1,1,1
"phage_lambda",44053,44054,0,0,1,1,1
"phage_lambda",44067,44068,0,0,1,1,1
"phage_lambda",44117,44118,0,0,1,1,1
"phage_lambda",44128,44129,0,0,1,1,1
"phage_lambda",44181,44182,0,0,1,1,1
"phage_lambda",44190,44191,0,0,1,1,1
"phage_lambda",44198,44199,0,0,1,1,1
"phage_lambda",44209,44210,0,0,1,1,1
"phage_lambda",44217,44218,0,0,1,1,1
"phage_lambda",44219,44220,0,0,1,1,1
"phage_lambda",44222,44223,0,0,1,1,1
"phage_lambda",44225,44226,0,0,1,1,1
"phage_lambda",44260,44261,0,0,1,1,1
"phage_lambda",44264,44265,0,0,1,1,1
"phage_lambda",44304,44305,0,0,1,1,1
"phage_lambda",44316,44317,0,0,1,1,1
"phage_lambda",44331,44332,0,0,1,1,1
"phage_lambda",44334,44335,0,0,1,1,1
"phage_lambda",44358,44359,0,0,1,1,1
"phage_lambda",44368,44369,0,0,1,1,1
"phage_lambda",44370,44371,0,0,1,1,1
"phage_lambda",44378,44379,100,1,0,1,1
"phage_lambda",44523,44524,0,0,1,1,1
"phage_lambda",44541,44542,0,0,1,1,1
"phage_lambda",44588,44589,0,0,1,1,1
"phage_lambda",44589,44590,0,0,1,1,1
"phage_lambda",44601,44602,0,0,1,1,1
"phage_lambda",44602,44603,0,0,1,1,1
"phage_lambda",44605,44606,0,0,1,1,1
"phage_lambda",44606,44607,0,0,1,1,1
"phage_lambda",44631,44632,0,0,1,1,1
"phage_lambda",44632,44633,0,0,1,1,1
"phage_lambda",44635,44636,0,0,1,1,1
"phage_lambda",45059,45060,0,0,1,1,1
"phage_lambda",45068,45069,0,0,1,1,1
"phage_lambda",45077,45078,0,0,1,1,1
"phage_lambda",45083,45084,0,0,1,1,1
"phage_lambda",45135,45136,0,0,1,1,1
"phage_lambda",45136,45137,0,0,1,1,1
"phage_lambda",45218,45219,100,1,0,1,1
"phage_lambda",45227,45228,0,0,1,1,1
"phage_lambda",45229,45230,100,1,0,1,1
"phage_lambda",45371,45372,0,0,1,1,1
"phage_lambda",45377,45378,0,0,1,1,1
"phage_lambda",45380,45381,0,0,1,1,1
"phage_lambda",45398,45399,0,0,1,1,1
"phage_lambda",45409,45410,0,0,1,1,1
"phage_lambda",45413,45414,0,0,1,1,1
"phage_lambda",45422,45423,0,0,1,1,1
"phage_lambda",45431,45432,0,0,1,1,1
"phage_lambda",45442,45443,0,0,1,1,1
"phage_lambda",45451,45452,0,0,1,1,1
"phage_lambda",46286,46287,100,1,0,1,1
"phage_lambda",46292,46293,0,0,1,1,1
"phage_lambda",46295,46296,0,0,1,1,1
"phage_lambda",46317,46318,0,0,1,1,1
"phage_lambda",46331,46332,0,0,1,1,1
"phage_lambda",46574,46575,0,0,1,1,1
"phage_lambda",46595,46596,0,0,1,1,1
"phage_lambda",46625,46626,0,0,1,1,1
"phage_lambda",46626,46627,0,0,1,1,1
"phage_lambda",46668,46669,0,0,1,1,1
"phage_lambda",46669,46670,0,0,1,1,1
"phage_lambda",46689,46690,0,0,1,1,1
"phage_lambda",46690,46691,0,0,1,1,1
"phage_lambda",46725,46726,0,0,1,1,1
"phage_lambda",46726,46727,0,0,1,1,1
"phage_lambda",46733,46734,0,0,1,1,1
"phage_lambda",46734,46735,0,0,1,1,1
"phage_lambda",46763,46764,0,0,1,1,1
"phage_lambda",46780,46781,0,0,1,1,1
"phage_lambda",46788,46789,0,0,1,1,1
"phage_lambda",47147,47148,0,0,1,1,1
"phage_lambda",47224,47225,0,0,1,1,1
"phage_lambda",47225,47226,0,0,1,1,1
"phage_lambda",47240,47241,0,0,1,1,1
"phage_lambda",47293,47294,0,0,1,1,1
"phage_lambda",47302,47303,0,0,1,1,1
"phage_lambda",47314,47315,0,0,1,1,1
"phage_lambda",47659,47660,0,0,1,1,1
"phage_lambda",47704,47705,0,0,1,1,1
"phage_lambda",47722,47723,0,0,1,1,1
"phage_lambda",47731,47732,0,0,1,1,1
"phage_lambda",47892,47893,0,0,1,1,1
"phage_lambda",47905,47906,0,0,1,1,1
"phage_lambda",47995,47996,0,0,1,1,1
"phage_lambda",48053,48054,0,0,1,1,1
"phage_lambda",48054,48055,0,0,1,1,1
"phage_lambda",48077,48078,0,0,1,1,1
"phage_lambda",48078,48079,0,0,1,1,1
"phage_lambda",48086,48087,0,0,1,1,1
"phage_lambda",48087,48088,0,0,1,1,1
"phage_lambda",48098,48099,50,1,1,2,2
"phage_lambda",48099,48100,0,0,1,1,1
"phage_lambda",48100,48101,0,0,2,2,2
"phage_lambda",48101,48102,0,0,1,1,1
"phage_lambda",48153,48154,0,0,3,3,3
"phage_lambda",48154,48155,0,0,1,1,1
"phage_lambda",48163,48164,0,0,3,3,3
"phage_lambda",48164,48165,0,0,1,1,1
"phage_lambda",48166,48167,0,0,3,3,3
"phage_lambda",48167,48168,0,0,1,1,1
"phage_lambda",48200,48201,0,0,3,3,3
"phage_lambda",48221,48222,0,0,3,3,3
"phage_lambda",48256,48257,0,0,2,2,2
"phage_lambda",48265,48266,0,0,2,2,2
"phage_lambda",48280,48281,0,0,1,1,1
"phage_lambda",48294,48295,0,0,1,1,1
"phage_lambda",48384,48385,0,0,1,1,1
"phage_lambda",48393,48394,0,0,1,1,1
"phage_lambda",48413,48414,0,0,1,1,1
"phage_lambda",48432,48433,0,0,1,1,1
"phage_lambda",48436,48437,0,0,1,1,1
"phage_lambda",48472,48473,0,0,1,1,1
"phage_lambda",48483,48484,0,0,1,1,1
"phage_lambda",48491,48492,0,0,1,1,1
"phage_lambda",48501,48502,0,0,1,1,1
"plasmid_puc19c",276,277,100,1,0,1,1
"plasmid_puc19c",279,280,100,1,0,1,1
